"","tournamentType","tournament","location","date","outdoor","surface","priceMoneyTotal","round","rankOpponent","opponent","opponentLink","win","score","eventPoints","rank","priceMoney"
"434","ATP 250","Brisbane","Brisbane, Australia","2013.12.30 - 2014.01.05","O","Hard","$452,670","Finals","60","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","L","16 64 36","150","6","$43,210"
"435","ATP 250","Brisbane","Brisbane, Australia","2013.12.30 - 2014.01.05","O","Hard","$452,670","Semi-Finals","34","Jeremy Chardy","/en/players/jeremy-chardy/ca12/","W","63 673 63","150","6","$43,210"
"436","ATP 250","Brisbane","Brisbane, Australia","2013.12.30 - 2014.01.05","O","Hard","$452,670","Quarter-Finals","61","Marinko Matosevic","/en/players/marinko-matosevic/me05/","W","61 61","150","6","$43,210"
"437","ATP 250","Brisbane","Brisbane, Australia","2013.12.30 - 2014.01.05","O","Hard","$452,670","Round of 16","39","Jarkko Nieminen","/en/players/jarkko-nieminen/n289/","W","64 62","150","6","$43,210"
"438","ATP 250","Brisbane","Brisbane, Australia","2013.12.30 - 2014.01.05","O","Hard","$452,670","Round of 32",NA,"Bye",NA,"","","150","6","$43,210"
"439","Nitto ATP Finals","ATP Finals","London, Great Britain","2013.11.04 - 2013.11.11","I","Hard","$6,000,000","Semi-Finals","1","Rafael Nadal","/en/players/rafael-nadal/n409/","L","57 36","400","7","$426,000"
"440","Nitto ATP Finals","ATP Finals","London, Great Britain","2013.11.04 - 2013.11.11","I","Hard","$6,000,000","Round Robin","5","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","46 762 75","400","7","$426,000"
"441","Nitto ATP Finals","ATP Finals","London, Great Britain","2013.11.04 - 2013.11.11","I","Hard","$6,000,000","Round Robin","9","Richard Gasquet","/en/players/richard-gasquet/g628/","W","64 63","400","7","$426,000"
"442","Nitto ATP Finals","ATP Finals","London, Great Britain","2013.11.04 - 2013.11.11","I","Hard","$6,000,000","Round Robin","2","Novak Djokovic","/en/players/novak-djokovic/d643/","L","46 762 26","400","7","$426,000"
"443","ATP Masters 1000","ATP Masters 1000 Paris","Paris, France","2013.10.28 - 2013.11.03","I","Hard","€2,646,495","Semi-Finals","2","Novak Djokovic","/en/players/novak-djokovic/d643/","L","64 36 26","360","6","€128,850"
"444","ATP Masters 1000","ATP Masters 1000 Paris","Paris, France","2013.10.28 - 2013.11.03","I","Hard","€2,646,495","Quarter-Finals","5","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","W","63 46 63","360","6","€128,850"
"445","ATP Masters 1000","ATP Masters 1000 Paris","Paris, France","2013.10.28 - 2013.11.03","I","Hard","€2,646,495","Round of 16","23","Philipp Kohlschreiber","/en/players/philipp-kohlschreiber/k435/","W","63 64","360","6","€128,850"
"446","ATP Masters 1000","ATP Masters 1000 Paris","Paris, France","2013.10.28 - 2013.11.03","I","Hard","€2,646,495","Round of 32","21","Kevin Anderson","/en/players/kevin-anderson/a678/","W","64 64","360","6","€128,850"
"447","ATP Masters 1000","ATP Masters 1000 Paris","Paris, France","2013.10.28 - 2013.11.03","I","Hard","€2,646,495","Round of 64",NA,"Bye",NA,"","","360","6","€128,850"
"448","ATP 500","Basel","Basel, Switzerland","2013.10.21 - 2013.10.27","I","Hard","€1,445,835","Finals","5","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","L","673 62 46","300","6","€156,800"
"449","ATP 500","Basel","Basel, Switzerland","2013.10.21 - 2013.10.27","I","Hard","€1,445,835","Semi-Finals","40","Vasek Pospisil","/en/players/vasek-pospisil/pd07/","W","63 673 75","300","6","€156,800"
"450","ATP 500","Basel","Basel, Switzerland","2013.10.21 - 2013.10.27","I","Hard","€1,445,835","Quarter-Finals","22","Grigor Dimitrov","/en/players/grigor-dimitrov/d875/","W","63 762","300","6","€156,800"
"451","ATP 500","Basel","Basel, Switzerland","2013.10.21 - 2013.10.27","I","Hard","€1,445,835","Round of 16","48","Denis Istomin","/en/players/denis-istomin/i165/","W","46 63 62","300","6","€156,800"
"452","ATP 500","Basel","Basel, Switzerland","2013.10.21 - 2013.10.27","I","Hard","€1,445,835","Round of 32","62","Adrian Mannarino","/en/players/adrian-mannarino/me82/","W","64 62","300","6","€156,800"
"453","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2013.10.07 - 2013.10.13","O","Hard","$3,849,445","Round of 16","42","Gael Monfils","/en/players/gael-monfils/mc65/","L","46 765 36","90","7","$47,550"
"454","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2013.10.07 - 2013.10.13","O","Hard","$3,849,445","Round of 32","22","Andreas Seppi","/en/players/andreas-seppi/sa93/","W","64 63","90","7","$47,550"
"455","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2013.10.07 - 2013.10.13","O","Hard","$3,849,445","Round of 64",NA,"Bye",NA,"","","90","7","$47,550"
"456","Grand Slam","US Open","New York, NY, U.S.A.","2013.08.26 - 2013.09.08","O","Hard","$16,102,000","Round of 16","22","Tommy Robredo","/en/players/tommy-robredo/r419/","L","673 36 46","180","7","$165,000"
"457","Grand Slam","US Open","New York, NY, U.S.A.","2013.08.26 - 2013.09.08","O","Hard","$16,102,000","Round of 32","63","Adrian Mannarino","/en/players/adrian-mannarino/me82/","W","63 60 62","180","7","$165,000"
"458","Grand Slam","US Open","New York, NY, U.S.A.","2013.08.26 - 2013.09.08","O","Hard","$16,102,000","Round of 64","48","Carlos Berlocq","/en/players/carlos-berlocq/b884/","W","63 62 61","180","7","$165,000"
"459","Grand Slam","US Open","New York, NY, U.S.A.","2013.08.26 - 2013.09.08","O","Hard","$16,102,000","Round of 128","62","Grega Zemlja","/en/players/grega-zemlja/z189/","W","63 62 75","180","7","$165,000"
"460","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2013.08.12 - 2013.08.18","O","Hard","$3,079,555","Quarter-Finals","3","Rafael Nadal","/en/players/rafael-nadal/n409/","L","75 46 36","180","5","$73,255"
"461","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2013.08.12 - 2013.08.18","O","Hard","$3,079,555","Round of 16","13","Tommy Haas","/en/players/tommy-haas/h355/","W","16 75 63","180","5","$73,255"
"462","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2013.08.12 - 2013.08.18","O","Hard","$3,079,555","Round of 32","26","Philipp Kohlschreiber","/en/players/philipp-kohlschreiber/k435/","W","63 767","180","5","$73,255"
"463","ATP Masters 1000","ATP Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.","2013.08.12 - 2013.08.18","O","Hard","$3,079,555","Round of 64",NA,"Bye",NA,"","","180","5","$73,255"
"464","ATP 250","Gstaad","Gstaad, Switzerland","2013.07.22 - 2013.07.28","O","Clay","€410,200","Round of 16","55","Daniel Brands","/en/players/daniel-brands/bc72/","L","36 46","0","5","€7,100"
"465","ATP 250","Gstaad","Gstaad, Switzerland","2013.07.22 - 2013.07.28","O","Clay","€410,200","Round of 32",NA,"Bye",NA,"","","0","5","€7,100"
"466","ATP 500","Hamburg","Hamburg, Germany","2013.07.15 - 2013.07.21","O","Clay","€1,102,500","Semi-Finals","114","Federico Delbonis","/en/players/federico-delbonis/d874/","L","677 674","180","5","€53,340"
"467","ATP 500","Hamburg","Hamburg, Germany","2013.07.15 - 2013.07.21","O","Clay","€1,102,500","Quarter-Finals","45","Florian Mayer","/en/players/florian-mayer/mb02/","W","764 36 75","180","5","€53,340"
"468","ATP 500","Hamburg","Hamburg, Germany","2013.07.15 - 2013.07.21","O","Clay","€1,102,500","Round of 16","140","Jan Hajek","/en/players/jan-hajek/h571/","W","64 63","180","5","€53,340"
"469","ATP 500","Hamburg","Hamburg, Germany","2013.07.15 - 2013.07.21","O","Clay","€1,102,500","Round of 32","58","Daniel Brands","/en/players/daniel-brands/bc72/","W","36 63 62","180","5","€53,340"
"470","ATP 500","Hamburg","Hamburg, Germany","2013.07.15 - 2013.07.21","O","Clay","€1,102,500","Round of 64",NA,"Bye",NA,"","","180","5","€53,340"
"471","Grand Slam","Wimbledon","London, Great Britain","2013.06.24 - 2013.07.07","O","Grass","£10,514,000","Round of 64","116","Sergiy Stakhovsky","/en/players/sergiy-stakhovsky/sc77/","L","765 675 57 675","45","3","£38,000"
"472","Grand Slam","Wimbledon","London, Great Britain","2013.06.24 - 2013.07.07","O","Grass","£10,514,000","Round of 128","48","Victor Hanescu","/en/players/victor-hanescu/h528/","W","63 62 60","45","3","£38,000"
"473","ATP 250","Halle","Halle, Germany","2013.06.10 - 2013.06.16","O","Grass","€683,665","Finals","29","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","675 63 64","250","3","€123,400"
"474","ATP 250","Halle","Halle, Germany","2013.06.10 - 2013.06.16","O","Grass","€683,665","Semi-Finals","11","Tommy Haas","/en/players/tommy-haas/h355/","W","36 63 64","250","3","€123,400"
"475","ATP 250","Halle","Halle, Germany","2013.06.10 - 2013.06.16","O","Grass","€683,665","Quarter-Finals","156","Mischa Zverev","/en/players/mischa-zverev/z168/","W","60 60","250","3","€123,400"
"476","ATP 250","Halle","Halle, Germany","2013.06.10 - 2013.06.16","O","Grass","€683,665","Round of 16","166","Cedrik-Marcel Stebe","/en/players/cedrik-marcel-stebe/sk94/","W","63 63","250","3","€123,400"
"477","ATP 250","Halle","Halle, Germany","2013.06.10 - 2013.06.16","O","Grass","€683,665","Round of 32",NA,"Bye",NA,"","","250","3","€123,400"
"478","Grand Slam","Roland Garros","Paris, France","2013.05.27 - 2013.06.09","O","Clay","€10,104,000","Quarter-Finals","8","Jo-Wilfried Tsonga","/en/players/jo-wilfried-tsonga/t786/","L","57 36 36","360","3","€190,000"
"479","Grand Slam","Roland Garros","Paris, France","2013.05.27 - 2013.06.09","O","Clay","€10,104,000","Round of 16","18","Gilles Simon","/en/players/gilles-simon/sd32/","W","61 46 26 62 63","360","3","€190,000"
"480","Grand Slam","Roland Garros","Paris, France","2013.05.27 - 2013.06.09","O","Clay","€10,104,000","Round of 32","32","Julien Benneteau","/en/players/julien-benneteau/b747/","W","63 64 75","360","3","€190,000"
"481","Grand Slam","Roland Garros","Paris, France","2013.05.27 - 2013.06.09","O","Clay","€10,104,000","Round of 64","188","Somdev Devvarman","/en/players/somdev-devvarman/d616/","W","62 61 61","360","3","€190,000"
"482","Grand Slam","Roland Garros","Paris, France","2013.05.27 - 2013.06.09","O","Clay","€10,104,000","Round of 128","164","Pablo Carreno Busta","/en/players/pablo-carreno-busta/cd85/","W","62 62 63","360","3","€190,000"
"483","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Finals","5","Rafael Nadal","/en/players/rafael-nadal/n409/","L","16 36","600","3","€246,000"
"484","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Semi-Finals","36","Benoit Paire","/en/players/benoit-paire/pd31/","W","765 64","600","3","€246,000"
"485","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Quarter-Finals","24","Jerzy Janowicz","/en/players/jerzy-janowicz/j397/","W","64 762","600","3","€246,000"
"486","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Round of 16","17","Gilles Simon","/en/players/gilles-simon/sd32/","W","61 62","600","3","€246,000"
"487","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Round of 32","293","Potito Starace","/en/players/potito-starace/s843/","W","61 62","600","3","€246,000"
"488","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2013.05.13 - 2013.05.19","O","Clay","€2,646,495","Round of 64",NA,"Bye",NA,"","","600","3","€246,000"
"489","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2013.05.06 - 2013.05.12","O","Clay","€3,368,265","Round of 16","16","Kei Nishikori","/en/players/kei-nishikori/n552/","L","46 61 26","90","2","€41,610"
"490","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2013.05.06 - 2013.05.12","O","Clay","€3,368,265","Round of 32","48","Radek Stepanek","/en/players/radek-stepanek/s694/","W","63 63","90","2","€41,610"
"491","ATP Masters 1000","ATP Masters 1000 Madrid","Madrid, Spain","2013.05.06 - 2013.05.12","O","Clay","€3,368,265","Round of 64",NA,"Bye",NA,"","","90","2","€41,610"
"492","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2013.03.04 - 2013.03.17","O","Hard","$5,191,943","Quarter-Finals","5","Rafael Nadal","/en/players/rafael-nadal/n409/","L","46 26","180","2","$104,000"
"493","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2013.03.04 - 2013.03.17","O","Hard","$5,191,943","Round of 16","18","Stan Wawrinka","/en/players/stan-wawrinka/w367/","W","63 674 75","180","2","$104,000"
"494","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2013.03.04 - 2013.03.17","O","Hard","$5,191,943","Round of 32","60","Ivan Dodig","/en/players/ivan-dodig/d646/","W","63 61","180","2","$104,000"
"495","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2013.03.04 - 2013.03.17","O","Hard","$5,191,943","Round of 64","43","Denis Istomin","/en/players/denis-istomin/i165/","W","62 63","180","2","$104,000"
"496","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2013.03.04 - 2013.03.17","O","Hard","$5,191,943","Round of 128",NA,"Bye",NA,"","","180","2","$104,000"
"497","ATP 500","Dubai","Dubai, U.A.E.","2013.02.25 - 2013.03.02","O","Hard","$1,785,500","Semi-Finals","6","Tomas Berdych","/en/players/tomas-berdych/ba47/","L","63 678 46","180","2","$91,750"
"498","ATP 500","Dubai","Dubai, U.A.E.","2013.02.25 - 2013.03.02","O","Hard","$1,785,500","Quarter-Finals","46","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","62 62","180","2","$91,750"
"499","ATP 500","Dubai","Dubai, U.A.E.","2013.02.25 - 2013.03.02","O","Hard","$1,785,500","Round of 16","34","Marcel Granollers","/en/players/marcel-granollers/g710/","W","63 64","180","2","$91,750"
"500","ATP 500","Dubai","Dubai, U.A.E.","2013.02.25 - 2013.03.02","O","Hard","$1,785,500","Round of 32","128","Malek Jaziri","/en/players/malek-jaziri/j267/","W","57 60 62","180","2","$91,750"
"501","ATP 500","Rotterdam","Rotterdam, Netherlands","2013.02.11 - 2013.02.17","I","Hard","€1,267,875","Quarter-Finals","39","Julien Benneteau","/en/players/julien-benneteau/b747/","L","36 57","90","2","€31,440"
"502","ATP 500","Rotterdam","Rotterdam, Netherlands","2013.02.11 - 2013.02.17","I","Hard","€1,267,875","Round of 16","123","Thiemo de Bakker","/en/players/thiemo-de-bakker/d776/","W","63 64","90","2","€31,440"
"503","ATP 500","Rotterdam","Rotterdam, Netherlands","2013.02.11 - 2013.02.17","I","Hard","€1,267,875","Round of 32","64","Grega Zemlja","/en/players/grega-zemlja/z189/","W","63 61","90","2","€31,440"
"504","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Semi-Finals","3","Andy Murray","/en/players/andy-murray/mc10/","L","46 765 36 762 26","720","2","A$500,000"
"505","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Quarter-Finals","8","Jo-Wilfried Tsonga","/en/players/jo-wilfried-tsonga/t786/","W","764 46 764 36 63","720","2","A$500,000"
"506","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Round of 16","15","Milos Raonic","/en/players/milos-raonic/r975/","W","64 764 62","720","2","A$500,000"
"507","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Round of 32","43","Bernard Tomic","/en/players/bernard-tomic/ta46/","W","64 765 61","720","2","A$500,000"
"508","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Round of 64","40","Nikolay Davydenko","/en/players/nikolay-davydenko/d402/","W","63 64 64","720","2","A$500,000"
"509","Grand Slam","Australian Open","Melbourne, Australia","2013.01.14 - 2013.01.27","O","Hard","A$13,803,160","Round of 128","46","Benoit Paire","/en/players/benoit-paire/pd31/","W","62 64 61","720","2","A$500,000"
"510","Nitto ATP Finals","ATP Finals","London, Great Britain","2012.11.05 - 2012.11.12","I","Hard","$5,500,000","Finals","1","Novak Djokovic","/en/players/novak-djokovic/d643/","L","676 57","800","2","$800,000"
"511","Nitto ATP Finals","ATP Finals","London, Great Britain","2012.11.05 - 2012.11.12","I","Hard","$5,500,000","Semi-Finals","3","Andy Murray","/en/players/andy-murray/mc10/","W","765 62","800","2","$800,000"
"512","Nitto ATP Finals","ATP Finals","London, Great Britain","2012.11.05 - 2012.11.12","I","Hard","$5,500,000","Round Robin","7","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","L","673 64 36","800","2","$800,000"
"513","Nitto ATP Finals","ATP Finals","London, Great Britain","2012.11.05 - 2012.11.12","I","Hard","$5,500,000","Round Robin","5","David Ferrer","/en/players/david-ferrer/f401/","W","64 765","800","2","$800,000"
"514","Nitto ATP Finals","ATP Finals","London, Great Britain","2012.11.05 - 2012.11.12","I","Hard","$5,500,000","Round Robin","9","Janko Tipsarevic","/en/players/janko-tipsarevic/t742/","W","63 61","800","2","$800,000"
"515","ATP 500","Basel","Basel, Switzerland","2012.10.22 - 2012.10.28","I","Hard","€1,404,300","Finals","8","Juan Martin del Potro","/en/players/juan-martin-del-potro/d683/","L","46 765 673","300","1","€152,350"
"516","ATP 500","Basel","Basel, Switzerland","2012.10.22 - 2012.10.28","I","Hard","€1,404,300","Semi-Finals","101","Paul-Henri Mathieu","/en/players/paul-henri-mathieu/m850/","W","75 64","300","1","€152,350"
"517","ATP 500","Basel","Basel, Switzerland","2012.10.22 - 2012.10.28","I","Hard","€1,404,300","Quarter-Finals","46","Benoit Paire","/en/players/benoit-paire/pd31/","W","62 62","300","1","€152,350"
"518","ATP 500","Basel","Basel, Switzerland","2012.10.22 - 2012.10.28","I","Hard","€1,404,300","Round of 16","34","Thomaz Bellucci","/en/players/thomaz-bellucci/bd20/","W","63 676 75","300","1","€152,350"
"519","ATP 500","Basel","Basel, Switzerland","2012.10.22 - 2012.10.28","I","Hard","€1,404,300","Round of 32","83","Benjamin Becker","/en/players/benjamin-becker/b896/","W","75 63","300","1","€152,350"
"520","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2012.10.08 - 2012.10.14","O","Hard","$3,531,600","Semi-Finals","3","Andy Murray","/en/players/andy-murray/mc10/","L","46 46","360","1","$165,210"
"521","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2012.10.08 - 2012.10.14","O","Hard","$3,531,600","Quarter-Finals","16","Marin Cilic","/en/players/marin-cilic/c977/","W","63 64","360","1","$165,210"
"522","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2012.10.08 - 2012.10.14","O","Hard","$3,531,600","Round of 16","17","Stan Wawrinka","/en/players/stan-wawrinka/w367/","W","46 764 60","360","1","$165,210"
"523","ATP Masters 1000","ATP Masters 1000 Shanghai","Shanghai, China","2012.10.08 - 2012.10.14","O","Hard","$3,531,600","Round of 32","62","Yen-Hsun Lu","/en/players/yen-hsun-lu/l575/","W","63 75","360","1","$165,210"
