name	link	active	country	birthday	turnedPro	weight	height	lefty	oneHandedBackhand
"Rudolf Hoskowetz"	"/en/players/rudolf-hoskowetz/h183/"	FALSE	"AUT"	"1946.10.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Teimuraz Kakulia"	"/en/players/teimuraz-kakulia/k105/"	FALSE	NA	"1947.04.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Takeshi Koura"	"/en/players/takeshi-koura/k137/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ramesh Krishnan"	"/en/players/ramesh-krishnan/k024/"	FALSE	"IND"	"1961.06.05"	"1978"	"64kg"	"170cm"	"Right-Handed"	"Unknown Backhand"
"Cliff Letcher"	"/en/players/cliff-letcher/l062/"	FALSE	"AUS"	"1952.02.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mike Machette"	"/en/players/mike-machette/m132/"	FALSE	"USA"	"1951.01.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Giuseppe Merlo"	"/en/players/giuseppe-merlo/m276/"	FALSE	"ITA"	"1927.10.11"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Akshai Misra"	"/en/players/akshai-misra/m324/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bernard Mitton"	"/en/players/bernard-mitton/m072/"	FALSE	"RSA"	"1954.11.09"	NA	"84kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Terry Moor"	"/en/players/terry-moor/m081/"	FALSE	"USA"	"1952.04.23"	NA	"73kg"	"178cm"	"Left-Handed"	"Unknown Backhand"
"Francisco Musalem"	"/en/players/francisco-musalem/m222/"	FALSE	"CHI"	"1951.05.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Toma Ovici"	"/en/players/toma-ovici/o069/"	FALSE	"ROU"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ulrich Pinner"	"/en/players/ulrich-pinner/p034/"	FALSE	"GER"	"1954.02.07"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Shamil Tarpischev"	"/en/players/shamil-tarpischev/t035/"	FALSE	NA	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Anatoli Volkov"	"/en/players/anatoli-volkov/v131/"	FALSE	NA	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jacques Thamin"	"/en/players/jacques-thamin/t099/"	FALSE	"FRA"	"1952.05.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stephen Warboys"	"/en/players/stephen-warboys/w090/"	FALSE	"GBR"	"1953.10.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Attila Korpas"	"/en/players/attila-korpas/k090/"	FALSE	"GER"	"1945.09.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Birger Andersson"	"/en/players/birger-andersson/a086/"	FALSE	"SWE"	"1951.03.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ray Keldie"	"/en/players/ray-keldie/k047/"	FALSE	"AUS"	"1946.01.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"D. Richard Russell"	"/en/players/d.-richard-russell/r077/"	FALSE	"JAM"	"1945.09.08"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ezio Di Matteo"	"/en/players/ezio-di-matteo/d135/"	FALSE	"ITA"	"1948.11.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Balazs Taroczy"	"/en/players/balazs-taroczy/t007/"	FALSE	"HUN"	"1954.05.09"	NA	"77kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Juan Couder"	"/en/players/juan-couder/c230/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jean-Louis Haillet"	"/en/players/jean-louis-haillet/h041/"	FALSE	"FRA"	"1954.05.07"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Patrick Hombergen"	"/en/players/patrick-hombergen/h127/"	FALSE	"BEL"	"1946.09.08"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert Kreiss"	"/en/players/robert-kreiss/k052/"	FALSE	"USA"	"1953.04.30"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Vincenzo Franchitti"	"/en/players/vincenzo-franchitti/f103/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Juan Herrera"	"/en/players/juan-herrera/h180/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Janos Benyik"	"/en/players/janos-benyik/b202/"	FALSE	"HUN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Roberto Chavez"	"/en/players/roberto-chavez/c146/"	FALSE	"MEX"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Frank Gebert"	"/en/players/frank-gebert/g071/"	FALSE	"GER"	"1952.06.11"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Zan Guerry"	"/en/players/zan-guerry/g116/"	FALSE	"USA"	"1949.02.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Thomaz Koch"	"/en/players/thomaz-koch/k036/"	FALSE	"BRA"	"1945.05.11"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Richard Lewis"	"/en/players/richard-lewis/l025/"	FALSE	"GBR"	"1954.12.06"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Alejandro Olmedo"	"/en/players/alejandro-olmedo/o042/"	FALSE	"USA"	"1936.03.24"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Belus Prajoux"	"/en/players/belus-prajoux/p046/"	FALSE	"CHI"	"1955.02.27"	NA	"68kg"	"170cm"	"Right-Handed"	"Unknown Backhand"
"Patricio Rodriguez"	"/en/players/patricio-rodriguez/r074/"	FALSE	"CHI"	"1938.12.20"	NA	NA	"188cm"	"Right-Handed"	"Unknown Backhand"
"Piero Toci"	"/en/players/piero-toci/t086/"	FALSE	"ITA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Elio Lito Alvarez"	"/en/players/elio-lito-alvarez/a057/"	FALSE	"ARG"	"1947.12.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert Rheinberger"	"/en/players/robert-rheinberger/r069/"	FALSE	"AUS"	"1945.11.18"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Grover Raz Reid"	"/en/players/grover-raz-reid/r068/"	FALSE	"USA"	"1951.08.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tony Bardsley"	"/en/players/tony-bardsley/b120/"	FALSE	"CAN"	"1945.02.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose Castanon"	"/en/players/jose-castanon/c189/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pat Dupre"	"/en/players/pat-dupre/d048/"	FALSE	"USA"	"1954.09.16"	NA	"79kg"	"191cm"	"Right-Handed"	"Unknown Backhand"
"Jan Kukal"	"/en/players/jan-kukal/k099/"	FALSE	"CZE"	"1942.09.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jun Kuki"	"/en/players/jun-kuki/k054/"	FALSE	"JPN"	"1945.12.28"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rolf Norberg"	"/en/players/rolf-norberg/n048/"	FALSE	"SWE"	"1952.01.31"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Dennis Ralston"	"/en/players/dennis-ralston/r064/"	FALSE	"USA"	"1942.07.27"	NA	"77kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"William Higgins"	"/en/players/william-higgins/h129/"	FALSE	"USA"	"1942.04.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"David Lloyd"	"/en/players/david-lloyd/l083/"	FALSE	"GBR"	"1948.01.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Istvan Gulyas"	"/en/players/istvan-gulyas/g151/"	FALSE	"HUN"	"1931.10.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Victor Amaya"	"/en/players/victor-amaya/a044/"	FALSE	"USA"	"1954.07.02"	NA	NA	"201cm"	"Left-Handed"	"Unknown Backhand"
"William Brown"	"/en/players/william-brown/b134/"	FALSE	"USA"	"1945.01.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hans Engert"	"/en/players/hans-engert/e063/"	FALSE	"GER"	"1951.04.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kenichi Hirai"	"/en/players/kenichi-hirai/h023/"	FALSE	"JPN"	"1950.03.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Allan McDonald"	"/en/players/allan-mcdonald/m281/"	FALSE	"AUS"	"1951.03.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Kiyoshi Tanabe"	"/en/players/kiyoshi-tanabe/t062/"	FALSE	"JPN"	"1948.04.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Eric Deblicker"	"/en/players/eric-deblicker/d063/"	FALSE	"FRA"	"1952.04.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jairo Velasco Sr"	"/en/players/jairo-velasco-sr/v294/"	FALSE	"COL"	"1947.05.09"	NA	"66kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"Humphrey Hose"	"/en/players/humphrey-hose/h064/"	FALSE	"VEN"	"1947.05.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Felix Ponte"	"/en/players/felix-ponte/p179/"	FALSE	"PER"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Franklin Robbins"	"/en/players/franklin-robbins/r096/"	FALSE	"USA"	"1950.06.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Steve Krulevitz"	"/en/players/steve-krulevitz/k053/"	FALSE	"USA"	"1951.05.30"	"1973"	"77kg"	"175cm"	"Right-Handed"	"Unknown Backhand"
"Kenneth McMillan"	"/en/players/kenneth-mcmillan/m145/"	FALSE	"USA"	"1948.11.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Tony Roche"	"/en/players/tony-roche/r073/"	FALSE	"AUS"	"1945.05.17"	NA	"79kg"	"178cm"	"Left-Handed"	"Unknown Backhand"
"John Yuill"	"/en/players/john-yuill/y008/"	FALSE	"RSA"	"1948.12.12"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Roger Dowdeswell"	"/en/players/roger-dowdeswell/d081/"	FALSE	"ZIM"	"1944.02.16"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Hans-Joachim Ploetz"	"/en/players/hans-joachim-ploetz/p081/"	FALSE	"GER"	"1944.02.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Wojtek Fibak"	"/en/players/wojtek-fibak/f020/"	FALSE	"POL"	"1952.08.03"	NA	"73kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"John Andrews"	"/en/players/john-andrews/a062/"	FALSE	"USA"	"1952.02.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Farrell"	"/en/players/mark-farrell/f067/"	FALSE	"GBR"	"1953.05.06"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rick Fisher"	"/en/players/rick-fisher/f070/"	FALSE	"USA"	"1951.03.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jan-Erik Lundqvist"	"/en/players/jan-erik-lundqvist/l158/"	FALSE	"SWE"	"1937.04.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mike Cahill"	"/en/players/mike-cahill/c075/"	FALSE	"USA"	"1952.06.17"	"1974"	"75kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Doug Crawford"	"/en/players/doug-crawford/c053/"	FALSE	"USA"	"1949.10.15"	NA	"98kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"Rolf Thung"	"/en/players/rolf-thung/t051/"	FALSE	"NED"	"1951.07.27"	"1973"	"82kg"	"191cm"	"Left-Handed"	"Unknown Backhand"
"Jean-Francois Caujolle"	"/en/players/jean-francois-caujolle/c082/"	FALSE	"FRA"	"1953.03.31"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Armistead Neely"	"/en/players/armistead-neely/n043/"	FALSE	"USA"	"1947.03.19"	"1970"	"75kg"	"183cm"	"Right-Handed"	"One-Handed Backhand"
"Rayno Seegers"	"/en/players/rayno-seegers/s138/"	FALSE	"RSA"	"1952.02.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Norman Holmes"	"/en/players/norman-holmes/h062/"	FALSE	"USA"	"1949.10.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John Fort"	"/en/players/john-fort/f073/"	FALSE	"USA"	"1949.09.28"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Keith Hancock"	"/en/players/keith-hancock/h136/"	FALSE	"AUS"	"1953.02.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jorge Andrew"	"/en/players/jorge-andrew/a061/"	FALSE	"VEN"	"1951.11.02"	NA	"88kg"	"511cm"	"Right-Handed"	"One-Handed Backhand"
"Deon Joubert"	"/en/players/deon-joubert/j021/"	FALSE	"RSA"	"1953.06.10"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"Jan Pisecky"	"/en/players/jan-pisecky/p167/"	FALSE	"CZE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ferdi Taygan"	"/en/players/ferdi-taygan/t037/"	FALSE	"USA"	"1956.12.05"	"1977"	"68kg"	"173cm"	"Right-Handed"	"Unknown Backhand"
"Bill Bowrey"	"/en/players/bill-bowrey/b224/"	FALSE	"AUS"	"1943.12.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Karl Coombes"	"/en/players/karl-coombes/c087/"	FALSE	"AUS"	"1947.12.17"	NA	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Neale Fraser"	"/en/players/neale-fraser/f113/"	FALSE	"AUS"	"1933.10.03"	NA	NA	NA	"Left-Handed"	"Unknown Backhand"
"James Chico Hagey"	"/en/players/james-chico-hagey/h054/"	FALSE	"USA"	"1953.02.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Sashi Menon"	"/en/players/sashi-menon/m058/"	FALSE	"IND"	"1952.08.09"	NA	"73kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Manuel Santana"	"/en/players/manuel-santana/s245/"	FALSE	"ESP"	"1938.05.10"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Henry Bunis"	"/en/players/henry-bunis/b135/"	FALSE	"USA"	"1953.03.27"	NA	"69kg"	"183cm"	"Right-Handed"	"One-Handed Backhand"
"Ernie Ewert"	"/en/players/ernie-ewert/e066/"	FALSE	"AUS"	"1954.06.05"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Yuji Tezuka"	"/en/players/yuji-tezuka/t090/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Steven Turner"	"/en/players/steven-turner/t053/"	FALSE	"USA"	"1946.10.17"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Graeme Thomson"	"/en/players/graeme-thomson/t096/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ashok Amritraj"	"/en/players/ashok-amritraj/a059/"	FALSE	"IND"	"1957.02.22"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ramiro Benavides"	"/en/players/ramiro-benavides/b034/"	FALSE	"BOL"	"1947.01.30"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"William Durham"	"/en/players/william-durham/d140/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Christian Kuhnke"	"/en/players/christian-kuhnke/k138/"	FALSE	"GER"	"1939.04.13"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose A. Moreno"	"/en/players/jose-a.-moreno/m088/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Denis Naegelen"	"/en/players/denis-naegelen/n042/"	FALSE	"FRA"	"1952.03.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mike Powers"	"/en/players/mike-powers/p083/"	FALSE	"USA"	"1950.09.24"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Louk Sanders"	"/en/players/louk-sanders/s136/"	FALSE	"NED"	"1950.05.09"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Dimitri Sturdza"	"/en/players/dimitri-sturdza/s241/"	FALSE	"SUI"	"1938.11.10"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Luis Felipe Tavares"	"/en/players/luis-felipe-tavares/t049/"	FALSE	"BRA"	"1949.09.26"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jean-Claude Barclay"	"/en/players/jean-claude-barclay/b119/"	FALSE	"FRA"	"1942.12.30"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Sergei Likhachev"	"/en/players/sergei-likhachev/l119/"	FALSE	NA	"1940.03.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Juan Ignacio Muntanola"	"/en/players/juan-ignacio-muntanola/m157/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jim Osborne"	"/en/players/jim-osborne/o046/"	FALSE	"USA"	"1945.02.01"	NA	"75kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Douglas Palm"	"/en/players/douglas-palm/p150/"	FALSE	"SWE"	"1955.05.06"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Freddie Sauer"	"/en/players/freddie-sauer/s110/"	FALSE	"RSA"	"1961.08.02"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Derek Schroder"	"/en/players/derek-schroder/s243/"	FALSE	"RSA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Geza Varga"	"/en/players/geza-varga/v103/"	FALSE	"HUN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Gerard Wimmer"	"/en/players/gerard-wimmer/w079/"	FALSE	"AUT"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"George Amaya"	"/en/players/george-amaya/a058/"	FALSE	"USA"	"1950.02.12"	"1975"	"73kg"	"173cm"	"Left-Handed"	"Unknown Backhand"
"Thierry Bernasconi"	"/en/players/thierry-bernasconi/b261/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Salvador Cabeza"	"/en/players/salvador-cabeza/c281/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Steve Docherty"	"/en/players/steve-docherty/d078/"	FALSE	"AUS"	"1950.05.06"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rolf Gehring"	"/en/players/rolf-gehring/g007/"	FALSE	"GER"	"1955.11.25"	NA	"79kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Per Hegna"	"/en/players/per-hegna/h081/"	FALSE	"NOR"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John James"	"/en/players/john-james/j029/"	FALSE	"AUS"	"1951.03.07"	NA	"79kg"	"183cm"	"Right-Handed"	"Unknown Backhand"
"Pierre Joly"	"/en/players/pierre-joly/j066/"	FALSE	"FRA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Sachio Kato"	"/en/players/sachio-kato/k084/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bun-ichi Kim"	"/en/players/bun-ichi-kim/k189/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Akifumi Machidori"	"/en/players/akifumi-machidori/m306/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mitsuru Motoi"	"/en/players/mitsuru-motoi/m313/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Chiradip Mukherjea"	"/en/players/chiradip-mukherjea/m252/"	FALSE	"IND"	"1953.08.14"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jay Royappa"	"/en/players/jay-royappa/r084/"	FALSE	"IND"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Steve Siegel"	"/en/players/steve-siegel/s297/"	FALSE	"USA"	"1948.09.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jan Zabrodsky"	"/en/players/jan-zabrodsky/z030/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bengt Aberg"	"/en/players/bengt-aberg/a148/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Orlando Agudelo"	"/en/players/orlando-agudelo/a080/"	FALSE	"COL"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Alvaro Betancur"	"/en/players/alvaro-betancur/b131/"	FALSE	"COL"	"1950.01.03"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ricardo Cano"	"/en/players/ricardo-cano/c010/"	FALSE	"ARG"	"1951.02.26"	NA	"74kg"	"170cm"	"Right-Handed"	"Unknown Backhand"
"Matias Carlstein"	"/en/players/matias-carlstein/c174/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Robert Casey"	"/en/players/robert-casey/c100/"	FALSE	"AUS"	"1962.09.16"	NA	"79kg"	"188cm"	"Right-Handed"	"Unknown Backhand"
"William Coghlan"	"/en/players/william-coghlan/c228/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ulf Eriksson"	"/en/players/ulf-eriksson/e072/"	FALSE	"SWE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Jose Guerrero"	"/en/players/jose-guerrero/g183/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"John Holladay"	"/en/players/john-holladay/h140/"	FALSE	"USA"	"1954.02.24"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Munawar Iqbal"	"/en/players/munawar-iqbal/i024/"	FALSE	"PAK"	"1948.02.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Chris Kachel"	"/en/players/chris-kachel/k044/"	FALSE	"AUS"	"1955.06.19"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Nicolas Kelaidis"	"/en/players/nicolas-kelaidis/k046/"	FALSE	"GRE"	"1949.10.29"	NA	"73kg"	NA	"Right-Handed"	"One-Handed Backhand"
"Sadao Kosugi"	"/en/players/sadao-kosugi/k110/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Bruce Manson"	"/en/players/bruce-manson/m014/"	FALSE	"USA"	"1956.03.20"	"1977"	"75kg"	"173cm"	"Left-Handed"	"Unknown Backhand"
"Ulrich Marten"	"/en/players/ulrich-marten/m137/"	FALSE	"GER"	"1956.01.01"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pietro Marzano"	"/en/players/pietro-marzano/m224/"	FALSE	"ITA"	"1949.08.29"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Francisco Mastelli"	"/en/players/francisco-mastelli/m121/"	FALSE	"ARG"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Elwyn McCabe"	"/en/players/elwyn-mccabe/mo82/"	FALSE	"AUS"	NA	NA	NA	NA	NA	NA
"Zdrabko Mencek"	"/en/players/zdrabko-mencek/m390/"	FALSE	"CZE"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"P. Meyers"	"/en/players/p.-meyers/m283/"	FALSE	"AUS"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Akira Motomura"	"/en/players/akira-motomura/m305/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Shigeyuki Nishio"	"/en/players/shigeyuki-nishio/n020/"	FALSE	"JPN"	"1954.05.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Larry Parker"	"/en/players/larry-parker/p168/"	FALSE	"USA"	"1949.10.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Stanley Pasarell"	"/en/players/stanley-pasarell/p155/"	FALSE	"USA"	"1948.02.11"	NA	"77kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Alejandro Pierola"	"/en/players/alejandro-pierola/p030/"	FALSE	"CHI"	"1949.11.20"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Peter Pokorny"	"/en/players/peter-pokorny/p143/"	FALSE	"AUT"	"1940.07.25"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Rafael Ruiz"	"/en/players/rafael-ruiz/r209/"	FALSE	"ESP"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Pekka Saila"	"/en/players/pekka-saila/s306/"	FALSE	"FIN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Shinichi Sakamoto"	"/en/players/shinichi-sakamoto/s006/"	FALSE	"JPN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Spencer Segura"	"/en/players/spencer-segura/s305/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mark Shires"	"/en/players/mark-shires/s400/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Joao Soares"	"/en/players/joao-soares/s062/"	FALSE	"BRA"	"1951.04.25"	NA	"84kg"	"185cm"	"Right-Handed"	"Unknown Backhand"
"Colin Stubs"	"/en/players/colin-stubs/s244/"	FALSE	"AUS"	"1941.02.27"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Matti Timonen"	"/en/players/matti-timonen/t022/"	FALSE	"FIN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Larry Turville"	"/en/players/larry-turville/t102/"	FALSE	"USA"	"1949.06.04"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Isao Watanabe"	"/en/players/isao-watanabe/w089/"	FALSE	"JPN"	"1941.11.23"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Michael Wayman"	"/en/players/michael-wayman/w010/"	FALSE	"GBR"	"1953.05.06"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Keishiro Yanagi"	"/en/players/keishiro-yanagi/y015/"	FALSE	"JPN"	"1941.02.24"	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Mohammad Hossein Akbari"	"/en/players/mohammad-hossein-akbari/a122/"	FALSE	"IRI"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Zeeshan Ali"	"/en/players/zeeshan-ali/a165/"	FALSE	"IND"	"1970.01.01"	NA	"66kg"	"180cm"	"Right-Handed"	"Unknown Backhand"
"Trevor Allan"	"/en/players/trevor-allan/a017/"	FALSE	"AUS"	"1955.08.17"	NA	"77kg"	"178cm"	"Left-Handed"	"Unknown Backhand"
"Brant Bailey"	"/en/players/brant-bailey/b285/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"George Berner"	"/en/players/george-berner/b276/"	FALSE	"FIN"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
"Ben Bishop"	"/en/players/ben-bishop/b137/"	FALSE	"USA"	NA	NA	NA	NA	"Right-Handed"	"Unknown Backhand"
